return_id,order_id,customer_id,product_id,return_date,return_reason,return_status,refund_amount,days_to_return,return_address,tracking_id
RET_00000000,ORD_00000122,CUST_009954,PROD_000070,2024-11-12,Changed mind,Approved,489.61426523585385,2.3331473934038987,"663 Ramos Heights Apt. 011
West Richard, DC 70831",
RET_00000000,ORD_00000139,CUST_006644,PROD_000294,2024-12-03,Quality issues,Approved,1159.4017721682394,3.4837095455308713,"23289 Mitchell Locks Apt. 508
Elizabethport, WV 32700",fc2e967d-b5d0-416f-90b8-06276f384c11
RET_00000000,ORD_00000149,CUST_006594,PROD_000342,2025-05-11,Wrong item sent,Approved,337.0649490805347,4.306237742872717,"226 Michelle Skyway Suite 258
Rowlandberg, MI 50926",ffccde2a-9a14-41d4-9c6d-b2ec12c1bc07
RET_00000000,ORD_00000154,CUST_003513,PROD_000116,2025-08-07,Not as described,Approved,731.9512871112067,2.2490763846105097,"660 Ruben Wells
Davidsonstad, TN 09036",1c635dd7-2c46-4bc8-aef3-f1624eed76b6
RET_00000000,ORD_00000156,CUST_007043,PROD_000470,2025-08-11,Not as described,Approved,641.1173514295025,6.3374499757024605,"11034 John Hollow Apt. 108
Gonzalezland, LA 97535",64110f61-f939-4698-aa15-c420b49594d2
RET_00000000,ORD_00000182,CUST_003270,PROD_000328,2025-05-01,Not as described,Approved,249.11136772170235,1.0096138036792586,"0999 Debra Trail
West Breannahaven, DC 82723",551562a3-0b4a-476a-993a-7327a8da90f9
RET_00000000,ORD_00000191,CUST_009256,PROD_000212,2025-07-29,Better price found,Approved,752.091486207941,3.4203209352813806,"1701 Gilmore Crossing
Edwardhaven, SC 04536",a7f220f5-3480-49ad-aa77-24ac3f5de9b1
RET_00000000,ORD_00000194,CUST_008672,PROD_000399,2024-10-08,Quality issues,Approved,813.1839960766357,12.376077850663147,"304 Walker Cliff
North Royville, UT 69424",9d84e274-2cac-4cf6-ba31-4e0c2a87b011
RET_00000000,ORD_00000198,CUST_004453,PROD_000381,2025-07-31,Wrong item sent,Approved,87.41889962267335,2.3656147963361747,"0414 Santos Fall
Port Allisonville, VI 73912",f489305c-c6e1-43bf-8a10-aad48158aeaf
RET_00000000,ORD_00000215,CUST_009737,PROD_000133,2025-07-07,Empty box received,Rejected,0.0,1.0,"340 Brewer Crest Suite 601
Hallmouth, MH 72045",866faa69-e70f-4e76-baa5-d7779f742643
RET_00000000,ORD_00000234,CUST_006924,PROD_000327,2025-03-20,Wrong item sent,Approved,550.0550700969588,3.9069516468833543,"74745 Myers Oval
Anaville, AS 53231",
RET_00000000,ORD_00000238,CUST_009018,PROD_000450,2024-09-29,Damaged in shipping,Approved,374.8320747379998,0.39737273269772594,"13129 Weber Pass Apt. 941
Scotthaven, NY 52287",996658ed-93cd-4c0b-b128-ddc0bfd1968b
RET_00000000,ORD_00000249,CUST_006157,PROD_000238,2025-05-29,Wrong item sent,Approved,315.9923057623481,5.117480866868023,"86662 Adrian Valleys Suite 355
Marybury, MS 16548",c73fe3b3-d8e4-40ff-b99c-f5a913cd383b
RET_00000000,ORD_00000254,CUST_007362,PROD_000345,2025-05-03,Wrong item sent,Approved,862.5054899740406,1.0340680289964392,"963 Jessica Prairie Apt. 261
Port John, ID 32858",8a61af76-ded4-48ab-b3a0-2947d614deb0
RET_00000000,ORD_00000261,CUST_001184,PROD_000052,2025-05-27,Not as described,Approved,280.35116073959125,4.0,"8694 Anthony Overpass
Brittanyshire, FL 19048",ba0ce981-94d3-4673-9519-d11fb4ed87a3
RET_00000000,ORD_00000268,CUST_003671,PROD_000314,2025-04-22,Wrong size,Approved,118.0340958597684,0.9750927608924218,"916 Taylor Shoal Apt. 209
Victorialand, CO 96735",cdf44c85-ff65-4ea9-b272-3d69f305722b
RET_00000000,ORD_00000301,CUST_004522,PROD_000220,2024-09-02,Changed mind,Approved,573.5072255146008,1.9852229130701204,"80298 Amanda Parkways Apt. 315
Michaelborough, NY 83873",699c45e4-e000-4515-8c09-e30d9237d0e1
RET_00000000,ORD_00000316,CUST_000486,PROD_000301,2025-07-03,Not as described,Approved,985.4141535965246,3.0,"11287 John Summit
Richardmouth, KS 98641",d5cdd3be-9586-4de1-b76c-9b1e48e209e3
RET_00000000,ORD_00000318,CUST_002256,PROD_000428,2025-08-08,Wrong size,Approved,271.6920007841415,4.4118608331895075,"PSC 5748, Box 2637
APO AA 52193",1ba04aa8-6611-4578-8915-fe13719595e8
RET_00000000,ORD_00000321,CUST_004776,PROD_000351,2024-12-04,Quality issues,Approved,1229.8183386674355,12.45925037782078,"00761 Michelle Via Apt. 933
South Mary, NM 66481",af311c04-b3f0-47a1-ba96-d79a2c1b3384
RET_00000000,ORD_00000334,CUST_006700,PROD_000232,2025-02-04,Wrong item sent,Approved,202.3545169188874,16.27709362590298,"04918 William Oval
Michaelshire, ND 20472",b6ec1170-dcc0-4a95-b864-1d675d9f1ae1
RET_00000000,ORD_00000339,CUST_000571,PROD_000291,2025-06-07,Empty box received,Approved,718.746680832676,7.0,"USS Martin
FPO AP 76583",
RET_00000000,ORD_00000340,CUST_006192,PROD_000115,2024-10-26,Wrong item sent,Approved,343.0754196420958,0.5947603848127025,"688 Smith Mill
Duffymouth, IL 55305",464350e1-12ca-4aa9-bcf8-fba1cc3de8a1
RET_00000000,ORD_00000356,CUST_006086,PROD_000465,2025-04-17,Better price found,Approved,268.8922673148476,15.375025439322144,"320 Tina Summit Suite 537
North Amber, NY 19521",d579b32f-50fe-47a1-bbd2-8bee536f5684
RET_00000000,ORD_00000364,CUST_002737,PROD_000113,2025-07-05,Damaged in shipping,Approved,19.927721735378263,8.071358665438435,"12721 Edward Plains
Kevinmouth, NC 80199",213c0b4c-fc42-4e0a-b4ea-e0fe487d7148
RET_00000000,ORD_00000368,CUST_008208,PROD_000403,2025-01-02,Not as described,Approved,774.2622470153017,2.685306413573346,"1107 Moore Isle
Dawnshire, VI 96593",0315576e-9975-46f8-8f0b-144173303374
RET_00000000,ORD_00000380,CUST_009419,PROD_000471,2024-09-09,Quality issues,Approved,643.1375879784434,13.0,"73648 Rose Island
East Michael, FM 47245",80afa937-2500-46ec-b8cc-254045beb88e
RET_00000000,ORD_00000392,CUST_004218,PROD_000378,2024-11-28,Better price found,Approved,228.68316630347388,2.0875138439410548,"680 Bennett Mission Apt. 556
Nicholasfort, MA 26589",2a2ce864-d3f0-4582-8415-79ccca1f551e
RET_00000000,ORD_00000395,CUST_008838,PROD_000221,2024-12-26,Empty box received,Approved,37.89450108841834,11.0,"43241 Travis Parkway
West Douglas, IL 16634",f2936fe2-7e7f-41f8-96d2-18b016846d17
RET_00000000,ORD_00000396,CUST_002763,PROD_000175,2025-08-09,Better price found,Approved,570.4219337305937,2.810880706682908,"7758 Donna Turnpike Apt. 883
Jordanchester, MT 57189",962de430-179f-493e-a0c9-303350c33ffe
RET_00000000,ORD_00000402,CUST_001896,PROD_000017,2025-04-03,Empty box received,Approved,120.90281509168457,7.0,"620 Erik Walks Apt. 036
South Mark, NJ 05341",
RET_00000000,ORD_00000420,CUST_003051,PROD_000303,2025-06-20,Empty box received,Approved,466.23328629579015,5.0,"5191 Annette Stravenue Apt. 934
Lake Thomasbury, HI 43503",feb81d76-3167-42f7-aed0-6968e6005fc5
RET_00000000,ORD_00000431,CUST_001929,PROD_000348,2024-10-07,Damaged in shipping,Approved,1118.9790316574815,1.1576124892903104,"274 Bethany Manors Suite 592
East Chad, AZ 35944",5201847d-88ab-463f-934c-6b8f5278972b
RET_00000000,ORD_00000443,CUST_001319,PROD_000387,2024-10-22,Wrong size,Approved,774.152127954335,1.5317762560780486,"2406 Katie Mills
North Suestad, CA 99190",112bc9d7-9167-4f4f-9f25-b3bd979369bd
RET_00000000,ORD_00000444,CUST_009863,PROD_000338,2025-04-09,Not as described,Approved,1297.0255611054927,8.218265287157953,"38177 Rodriguez Way
West Carloschester, DE 36595",2825f64b-8bfb-4ddc-a264-c9d8beef6d96
RET_00000000,ORD_00000469,CUST_008091,PROD_000098,2025-09-02,Not as described,Approved,380.95191179987756,22.215679582564086,"465 Anthony Isle
West Kathryn, OH 28718",e035607a-a63c-4cc5-a903-ccb29a094513
RET_00000000,ORD_00000500,CUST_006188,PROD_000315,2024-09-25,Not as described,Approved,564.457645225366,5.808388094754511,"8239 Laura Inlet Suite 276
South Aprilton, GA 21184",5d233dff-f334-47b9-b2c1-36aea1f6ba00
RET_00000000,ORD_00000505,CUST_007335,PROD_000221,2024-09-08,Damaged in shipping,Approved,73.08372478107191,9.266214766064143,"USS Johnson
FPO AA 88469",732c76a3-d7ae-44ae-8350-58f4e30d00dd
RET_00000000,ORD_00000512,CUST_004143,PROD_000421,2025-05-12,Changed mind,Approved,100.54002453505659,12.435743984655677,"825 Andrea Place Apt. 552
East Amanda, DC 07629",ae128b44-586f-49a0-a5b3-7bca7d92d009
RET_00000000,ORD_00000524,CUST_005987,PROD_000043,2024-12-30,Quality issues,Approved,101.42283435841966,4.137988274682157,"225 Clay Mountain Suite 111
Jennifermouth, ID 91848",69188774-dfa6-41e6-9872-a8c9c09d1f7c
RET_00000000,ORD_00000528,CUST_006992,PROD_000304,2025-04-13,Wrong size,Approved,248.0236162052404,2.5761756803461333,"195 Tammy Cape Suite 544
Michelleshire, NV 20473",0f8ef01a-e5ba-4f3a-bff1-e1f93cb1699e
RET_00000000,ORD_00000539,CUST_000277,PROD_000093,2025-01-20,Changed mind,Approved,464.12601172721145,1.3714182612558916,"204 Michael Plaza Apt. 330
Adamsland, VI 01983",c8caeeaa-ad08-45f0-a315-8a353c86526a
RET_00000000,ORD_00000562,CUST_005871,PROD_000201,2025-04-14,Quality issues,Approved,121.53379583891898,27.0,"428 Harris Station Apt. 420
Lawrenceborough, SC 15363",935d4058-ac1a-4473-99aa-35579348c518
RET_00000000,ORD_00000565,CUST_002017,PROD_000387,2025-08-16,Quality issues,Approved,367.5798023595246,7.835015725718499,"9160 William Extension Apt. 806
West Kristintown, NC 03863",738ca1ee-ce22-4408-abe3-b08044174efa
RET_00000000,ORD_00000609,CUST_008139,PROD_000372,2025-04-05,Not as described,Approved,1026.2368887382079,22.92951882745687,"12025 Mitchell Rapid
Owensfort, LA 55472",97e99136-1b1b-497c-8049-8d725855b48f
RET_00000000,ORD_00000628,CUST_005817,PROD_000482,2025-01-06,Quality issues,Approved,399.99050014789617,7.9525209955700005,"551 Parker Field Suite 514
New Robertburgh, NV 43245",cbd90263-8005-4c7b-80e7-3ce538939a72
RET_00000000,ORD_00000630,CUST_002205,PROD_000250,2025-02-17,Better price found,Approved,1161.4467435124136,4.592096820113016,"35516 Ryan Square Suite 657
South Luke, DC 21215",655f5f8b-e441-47c5-9cd2-94c7a1225699
RET_00000000,ORD_00000636,CUST_004448,PROD_000350,2024-12-21,Changed mind,Rejected,0.0,14.0,"3080 Cory Overpass
South Paulmouth, ID 74773",fc7c527c-b6a8-4a13-9099-3bdf76f6de9d
RET_00000000,ORD_00000653,CUST_008462,PROD_000257,2024-10-22,Damaged in shipping,Approved,256.09357812425685,14.0,"306 Diana Mountain Suite 019
Port Peterchester, NH 63766",e0c05eb0-1690-4dea-9398-f9375c7faa70
RET_00000000,ORD_00000654,CUST_008262,PROD_000394,2025-04-10,Changed mind,Approved,22.4164648554862,2.246679497369424,"72902 Roberts Knolls
West Jessicabury, PR 56118",830ba252-96e0-4a0b-9850-ee5caff73bfe
RET_00000000,ORD_00000675,CUST_005969,PROD_000481,2025-01-31,Quality issues,Approved,336.83080564039,5.751177168959745,"57212 Charles Parks
South Timothy, SC 05365",4961e692-6b5f-470e-a731-a6e5a60accbd
RET_00000000,ORD_00000680,CUST_001751,PROD_000114,2024-12-21,Not as described,Approved,361.65901849997636,0.18776457259645762,"539 Schultz Club Suite 817
Frazierbury, ID 32529",
RET_00000000,ORD_00000700,CUST_008396,PROD_000122,2024-09-09,Empty box received,Approved,78.2389812493362,9.0,"964 Joseph Forks
Christinaborough, KY 78550",53ba8bf3-24ad-4192-8e5a-1ec3f6a844b8
RET_00000000,ORD_00000718,CUST_001899,PROD_000035,2025-01-01,Wrong size,Approved,752.0380722315937,5.1702629456527,"57640 Nguyen Prairie
Christophermouth, AK 74400",290225c4-9130-474b-af74-4039714fbf9d
RET_00000000,ORD_00000721,CUST_006684,PROD_000001,2025-07-25,Changed mind,Approved,1104.869826187326,2.212141031773647,"458 Dickerson Inlet Apt. 838
West Billside, NJ 79199",9e78f7dd-be8f-40cc-a449-2fa20f410209
RET_00000000,ORD_00000731,CUST_007492,PROD_000244,2024-10-17,Wrong item sent,Approved,1201.4003953268018,10.959357128960422,"022 Tonya Keys
Port Jacobton, FL 59637",cc32ded1-cb11-42c8-9057-45b29d22cbb3
RET_00000000,ORD_00000751,CUST_004097,PROD_000320,2025-03-19,Changed mind,Approved,1218.0142020053163,3.313147331737852,"55132 Tammy Walk
New Ericbury, VA 71716",b781e1f5-bf37-46d2-bc3c-bc792cd74fd4
RET_00000000,ORD_00000767,CUST_000574,PROD_000330,2025-02-23,Damaged in shipping,Approved,63.120477225562,2.389493122220701,"367 Barrett Neck Apt. 164
Spearsland, IN 36937",085725ff-1463-42bf-90d3-131b6dc07d26
RET_00000000,ORD_00000776,CUST_008539,PROD_000425,2025-03-01,Better price found,Approved,256.89377032804003,4.850503745104455,"86678 Durham Isle
Lake Joshuatown, LA 43258",3e0849d8-6102-4b79-9032-914b3f893e35
RET_00000000,ORD_00000778,CUST_008330,PROD_000142,2024-12-25,Better price found,Approved,457.79498347478375,4.625820151050876,"USNS Gaines
FPO AE 91905",155ffd8f-fc11-4a5c-b13c-f5626b0ff796
RET_00000000,ORD_00000787,CUST_004675,PROD_000240,2025-04-07,Empty box received,Approved,200.0409501363225,7.0,"2018 Vasquez Common Suite 424
North Mary, KS 90319",a365763a-c20b-40b3-87ac-2c2dc193e4b2
RET_00000000,ORD_00000790,CUST_006927,PROD_000060,2025-03-26,Wrong size,Approved,358.51175542609195,0.7732620790479767,"9897 Ortega Mews
Port Brittanyville, WV 31617",
RET_00000000,ORD_00000795,CUST_003665,PROD_000103,2025-02-27,Not as described,Approved,364.1930748003934,10.47787846242647,"55690 David Forks Apt. 284
North Tyler, GU 86147",d878fcc4-3a39-4a27-a4b1-9aa367253b4d
RET_00000000,ORD_00000798,CUST_008106,PROD_000047,2025-01-06,Wrong item sent,Approved,497.50366684364894,11.13473668633073,"32638 Rebecca Underpass Apt. 770
New Jacob, AZ 53840",183db0b5-6fd3-47fd-b37f-a6dcd5ae61b7
RET_00000000,ORD_00000817,CUST_007626,PROD_000299,2025-05-26,Wrong item sent,Approved,89.59494565263263,0.027751494486274654,"86596 Leslie Land
Guzmanmouth, SD 21180",1c15a0c8-cb73-4869-aa58-08b0bf6d9b73
RET_00000000,ORD_00000826,CUST_002724,PROD_000415,2025-08-29,Quality issues,Approved,1198.447068821902,13.75141589345611,"PSC 0746, Box 1590
APO AP 25469",449d5682-795d-4503-acae-219c2408ccda
RET_00000000,ORD_00000840,CUST_005449,PROD_000117,2024-11-07,Better price found,Approved,617.7593553075232,12.092253667272384,"7073 Parks Pine
North Alexandermouth, FL 70704",466cb169-1bef-484c-8ea0-67f4c9e19b28
RET_00000000,ORD_00000866,CUST_002481,PROD_000026,2025-05-08,Changed mind,Approved,188.30035855866967,11.708833598389173,"770 Megan Inlet Suite 593
Davidmouth, VT 38693",3b0ff942-21d2-46a6-989a-a01f18562816
RET_00000000,ORD_00000870,CUST_003436,PROD_000299,2025-07-14,Not as described,Approved,88.48699839023858,2.0,"41956 Gay Cliffs Suite 661
East Melissastad, ND 01778",12f5d41d-9f79-40af-af7b-0e9f51adc652
RET_00000000,ORD_00000873,CUST_003902,PROD_000393,2024-10-18,Better price found,Approved,59.81952032378329,2.2203163547709135,"8075 Everett Terrace Apt. 423
Lake Brandon, WY 93691",
RET_00000000,ORD_00000879,CUST_002564,PROD_000299,2025-05-05,Better price found,Approved,129.30512547615405,6.0,"437 Heather Falls
North Kellystad, MT 20267",9f4a642c-d440-4e23-8eb6-68782cd485da
RET_00000000,ORD_00000885,CUST_000491,PROD_000069,2024-09-29,Changed mind,Approved,672.1788768888194,8.159719609150939,"7568 Veronica Falls
Richardtown, VT 53722",89b20118-ce7e-4280-839a-9c4df1ee762a
RET_00000000,ORD_00000886,CUST_001977,PROD_000443,2024-09-26,Changed mind,Approved,154.23651255990293,5.294703854973496,"27072 Gonzalez Hollow
Jasminhaven, NC 25636",48fefcb7-a263-4f5a-81d3-96bea172a7fa
RET_00000000,ORD_00000913,CUST_008257,PROD_000028,2025-07-29,Better price found,Approved,591.1091110593023,5.3348193090557015,"33072 Campbell Estate
South Sandrafort, DC 77976",f74c2876-5c7c-43a0-a447-e06e6c72ec51
RET_00000000,ORD_00000930,CUST_008385,PROD_000350,2025-01-24,Quality issues,Approved,314.9294653384419,3.0,"8957 Paula Lock
Annetteside, KY 30700",ae9e6a1c-8a66-430b-8227-c52cbc1a3011
RET_00000000,ORD_00000973,CUST_003065,PROD_000495,2025-06-25,Quality issues,Approved,139.0428079662061,16.794242110371336,"7537 Jennifer Tunnel
Amyburgh, AK 86071",da06d13c-089c-42c1-9cd7-111149e5cb40
RET_00000000,ORD_00000986,CUST_006228,PROD_000344,2025-07-07,Damaged in shipping,Approved,173.2387447939994,4.791382882400477,"800 Mckenzie Circle Suite 809
Christineburgh, ME 45288",a50d6f93-91f0-4986-8c63-1d5cd8f85256
RET_00000000,ORD_00000987,CUST_006094,PROD_000196,2024-08-26,Wrong item sent,Approved,917.1859642201811,4.51803897542506,"2067 Ross Expressway
Tracyhaven, MH 11809",5bc3b7ec-c547-40b1-9f24-97a5e45ec0c0
RET_00000000,ORD_00000988,CUST_003414,PROD_000217,2025-01-11,Changed mind,Approved,376.4388319884562,3.6440594588274475,"90954 Mitchell Mission Suite 170
Lake Susanburgh, PA 48194",cbf2b059-2a27-410f-882e-217056c8a77e
RET_00000000,ORD_00000997,CUST_001414,PROD_000415,2025-04-08,Damaged in shipping,Approved,1243.2571696809305,6.368597114826912,"8408 Wolf Camp
Colehaven, CO 27835",f31bbd4e-01e5-4257-bf6a-e7a7129c53f5
RET_00000000,ORD_00001003,CUST_001027,PROD_000093,2024-11-21,Damaged in shipping,Approved,1160.5171376543103,0.8523625803091985,"80771 Anderson Row Apt. 157
North Robertfurt, ME 99237",566187aa-1415-4912-a49b-cac6fa85aa53
RET_00000000,ORD_00001006,CUST_000393,PROD_000262,2025-01-10,Wrong size,Approved,165.25890357792792,28.0,"57565 Karen Ways
South Evelyn, MT 61957",e2131120-bdbf-47df-9ac2-367fce72fc8a
RET_00000000,ORD_00001010,CUST_000466,PROD_000252,2025-07-23,Better price found,Approved,694.0524299240947,1.2291103195634627,"51053 Williams Gateway
Jameschester, WI 02317",
RET_00000000,ORD_00001015,CUST_006668,PROD_000376,2025-02-09,Better price found,Approved,815.7939664438117,0.45289446428210045,"USCGC Yang
FPO AP 71184",c3109e49-a0fb-49bc-a9e0-c8efd30cf316
RET_00000000,ORD_00001017,CUST_004672,PROD_000133,2025-03-20,Quality issues,Approved,276.4004667087566,8.484481731873585,"583 Hunter Glen Apt. 927
West John, MO 34276",0482c3dc-223d-4e34-9843-f09ae5f808e8
RET_00000000,ORD_00001023,CUST_008750,PROD_000424,2024-12-05,Changed mind,Approved,412.08590157401767,0.4696907872632784,"286 Rhodes Turnpike Suite 989
Murrayport, CA 63967",00a74faf-2e31-4763-8b57-a830bbe3fdc1
RET_00000000,ORD_00001025,CUST_002764,PROD_000163,2025-05-29,Quality issues,Approved,78.910377214759,25.974810502941597,"01238 Robert Station Apt. 360
Lake Kim, VT 32259",0a1fa4fa-35d6-4d8f-af5d-203796651d0e
RET_00000000,ORD_00001033,CUST_002343,PROD_000187,2024-12-08,Wrong size,Approved,608.9138183587598,5.05871256229825,"873 Troy Fords
Gomezview, MN 84819",6ba648e9-8ea3-47ca-8dad-64234399e17d
RET_00000000,ORD_00001038,CUST_002321,PROD_000219,2024-11-15,Wrong item sent,Approved,134.05937761071417,1.2789308957250516,"4637 Daniel Place
South Edgar, DC 76655",a641bc5f-1cf9-4d99-8ef0-26b9765aba74
RET_00000000,ORD_00001050,CUST_008424,PROD_000197,2025-07-17,Item used/worn,Approved,908.3520690928134,12.0,"98499 Krueger Fields
West Luisborough, SD 02709",7a40e81d-f498-4638-90d3-a2d728c3ecd1
RET_00000000,ORD_00001053,CUST_009207,PROD_000423,2025-04-22,Quality issues,Approved,1015.6231439309205,1.3205321493751763,"11745 Rodriguez Prairie
Lake Stephaniebury, MI 92107",70df6af4-03d5-4467-b2e2-d9ae4f9b47f0
RET_00000000,ORD_00001060,CUST_009656,PROD_000486,2025-02-04,Not as described,Rejected,0.0,26.0,"5780 Davis Crest Suite 054
Ericfurt, CT 45252",ab609122-1dbb-48dc-969a-fb6e92e3f630
RET_00000000,ORD_00001066,CUST_009473,PROD_000143,2025-08-08,Damaged in shipping,Approved,450.91403490762224,19.24352011621543,"PSC 0607, Box 5721
APO AA 09771",2a951bea-6860-41f6-addd-0cbdaae6adea
RET_00000000,ORD_00001079,CUST_001808,PROD_000045,2025-08-14,Quality issues,Approved,189.68228197469577,26.0,"27025 Chelsea Inlet Suite 568
South Kristineview, CT 57473",e26fb7ec-eee8-4b85-9bea-3e6d5669e64b
RET_00000000,ORD_00001080,CUST_007297,PROD_000392,2025-07-05,Not as described,Approved,426.7781290790589,6.2574394568929375,"32291 Patrick Key
East Anna, VI 11875",13b40a0c-0ae1-482d-b661-6b090abed8a9
RET_00000000,ORD_00001108,CUST_002413,PROD_000171,2025-03-11,Quality issues,Rejected,0.0,27.0,"237 Adams Throughway Suite 209
Patrickbury, PW 38016",ecce04d2-1d13-40ee-8f5d-f8af7cc90778
RET_00000000,ORD_00001128,CUST_001074,PROD_000314,2024-12-27,Quality issues,Approved,118.03063226638743,14.792975525570256,"07341 Chelsea Meadow Apt. 243
Harrisonport, MO 96263",d90af9ee-27f5-4913-aab5-15be8ff5fde0
RET_00000000,ORD_00001143,CUST_002470,PROD_000186,2025-05-09,Quality issues,Approved,241.71030352716772,0.8028511905470506,"0727 Stanley Fort
Danielmouth, MP 25215",604c21ff-9d2b-4efe-9299-21f1dbcbffa2
RET_00000000,ORD_00001153,CUST_008012,PROD_000180,2025-05-26,Changed mind,Approved,202.94225814625784,5.0,"4239 Laura Forges Apt. 265
Port Heather, PA 75365",7a85a23e-d542-427f-9511-e263e2a2d7f9
RET_00000000,ORD_00001159,CUST_006054,PROD_000405,2025-02-06,Empty box received,Approved,19.445469569153822,7.0,"38675 Velazquez Mill
North Samuelstad, KY 80729",89733b23-f6ab-43ac-86c2-20f43eefcf22
RET_00000000,ORD_00001163,CUST_009895,PROD_000397,2025-05-19,Wrong item sent,Rejected,0.0,13.0,"602 Torres Rue
Villarrealton, GU 72131",7be91c8c-758a-478c-a57c-9a319cb4dc5c
RET_00000000,ORD_00001167,CUST_004114,PROD_000263,2024-11-14,Not as described,Approved,1142.338140384485,2.990613955077511,"530 James Hollow
Davisfort, FL 41196",eac7fb88-b186-47a8-9411-b0c399f2ffec
RET_00000000,ORD_00001178,CUST_001342,PROD_000115,2024-09-15,Quality issues,Approved,486.30235141780986,9.623751744481293,"12946 Clark Valley
East Robert, PR 60854",83ad2fcf-8b64-4250-b9e7-ef0c57df73b2
RET_00000000,ORD_00001180,CUST_000734,PROD_000387,2025-02-16,Damaged in shipping,Approved,404.69948441083153,8.157816532442375,"80214 Monica Mews Apt. 085
Lake Robert, NH 16398",8906c6fe-e778-42b9-89d9-45156e3601e3
RET_00000000,ORD_00001181,CUST_001394,PROD_000211,2025-05-27,Better price found,Approved,461.631330168914,7.0,"17006 James Turnpike
South Johnside, CA 50194",fc074069-3031-4f68-a1ba-4f46b849089e
RET_00000000,ORD_00001185,CUST_005379,PROD_000476,2024-09-27,Better price found,Approved,168.76699752132123,4.126670201344434,"PSC 5627, Box 4622
APO AE 05933",56c0da74-34c9-4fe0-a351-410a5de2ac2c
RET_00000000,ORD_00001189,CUST_003625,PROD_000087,2025-08-08,Changed mind,Approved,143.69072287561758,0.06775291806964942,"90491 Kristin Point Suite 258
West Richard, ND 73586",cd1fb27c-8471-4347-8e54-2e69830b9d69
RET_00000000,ORD_00001190,CUST_000594,PROD_000149,2024-12-10,Wrong size,Approved,663.1853168695251,2.8825988274475822,"7268 Gonzalez Summit
West Keith, TN 78815",a95e8971-f8b1-4633-a362-f0e03dce1f96
RET_00000000,ORD_00001214,CUST_008915,PROD_000441,2025-06-14,Empty box received,Approved,47.02933287546282,10.0,"133 Kenneth Village
East Angela, PR 92116",4eaf333c-97d8-4c9b-9e8c-443a4d730ff6
RET_00000000,ORD_00001218,CUST_005896,PROD_000274,2025-04-05,Better price found,Approved,790.558252174144,1.7341194568798537,"6111 Mcbride Drives
Lisaberg, NH 40222",ea5a0e2e-7816-4f34-b1a9-fcb26a8bbd3e
RET_00000000,ORD_00001220,CUST_007431,PROD_000107,2025-08-22,Changed mind,Approved,328.4171317423056,29.305293221827466,"316 Holmes Crest
New Matthew, DC 84567",fe718a10-6018-4609-8e56-d4645ab8dbba
RET_00000000,ORD_00001240,CUST_001718,PROD_000077,2024-11-10,Changed mind,Approved,887.4245262529017,3.329839353774212,"16702 Monroe Expressway
Port Teresa, VT 61612",fd3d9e79-3392-4cdf-bb79-d1fa57e3ce26
